Система автоматизации,AS
Абонент,ГПА-23
Ретросистема,Архив останова
Дата,05.10.24
Время,03:54:57
Длительность архива (сек),3600.00
Время предыстории (сек),1200.00
Шаг дискретизации (сек),1.00

Время,"Частота вращения ротора ГГ (1), об/мин","Частота вращения ротора СТ (1), об/мин","Давление газа на входе Км, Р Гвх.Км, МПа","Давление газа на выходе Км, Рг.вых.Км, МПа","Перепад давления  на конфузоре,  DРКонф, кПа","Положение крана  № 6р (АПРК), %","Температура газа на входе Км, ТГ.вх.Км, °С","Температура газа на выходе Км, ТГ.вых.Км, °С","Виброперемещение ротора Км в передней опоре, гор. сост. (размах), мкм","Виброперемещение ротора Км в передней опоре, верт. сост. (размах), мкм","Виброперемещение ротора Км в задней опоре гор. сост. (размах), мкм","Виброперемещение ротора Км в задней опоре верт. сост. (размах), мкм","Осевой сдвиг ротора К, мм","Помпажный запас, %","Расчетная степень сжатия Км,"
-300.38,,,,4.1135,10.7313,,12.6112,,38.9811,28.9623,14.9649,10.9592,-0.0006,,2.0898
-299.38,,,,4.1135,10.7313,,12.6112,,38.9811,27.9677,12.9756,9.9646,-0.0006,,2.0898
-298.38,,,,4.1124,10.7350,,12.6112,,38.9811,27.9677,12.9756,9.9646,-0.0006,,2.0893
-297.38,,,,4.1124,10.7350,,12.6112,,38.9811,28.9623,13.9703,10.9592,-0.0006,,2.0892
-296.38,,,,4.1124,10.7350,,12.6112,,38.9811,28.9623,13.9703,10.9592,-0.0006,,2.0892
-295.38,,,,4.1124,10.7422,,12.6112,,38.9811,28.9623,11.9629,9.9646,-0.0006,,2.0892
-294.38,,,,4.1124,10.7350,,12.6112,,38.9811,28.9623,11.9629,9.9646,-0.0006,,2.0892
-293.38,,,,4.1124,10.7313,,12.6112,,38.9811,27.9677,12.9756,9.9646,-0.0006,,2.0892
-292.38,,,,4.1124,10.7313,,12.6112,,38.9811,27.9677,12.9756,9.9646,-0.0006,,2.0892
-291.38,,,,4.1124,10.7313,,12.6112,,39.9848,27.9677,13.9522,10.9592,-0.0006,,2.0892
-290.38,,,,4.1124,10.7313,,12.6112,,39.9848,27.9677,13.9522,10.9592,-0.0006,,2.0892
-289.38,,,,4.1124,10.7313,,12.6112,,38.9811,27.9677,13.9522,10.9592,-0.0006,,2.0892
-288.38,,,,4.1124,10.7458,,12.6112,,38.9811,27.9677,13.9522,10.9592,0.0004,,2.0892
-287.38,,,,4.1124,10.7350,,12.6112,,38.9811,27.9677,13.9522,9.9646,-0.0006,,2.0892
-286.38,,,,4.1124,10.7350,,12.6112,,38.9811,27.9677,13.9522,9.9646,-0.0006,,2.0892
-285.38,,,,4.1124,10.7241,,12.6112,,38.9811,27.9677,12.9756,10.9592,-0.0006,,2.0892
-284.38,,,,4.1124,10.7241,,12.6112,,38.9811,27.9677,12.9756,10.9592,-0.0006,,2.0892
-283.38,,,,4.1124,10.7350,,12.6112,,38.9811,27.9677,14.9649,9.9646,-0.0006,,2.0892
-282.38,,,,4.1124,10.7241,,12.6112,,38.9811,27.9677,14.9649,9.9646,-0.0006,,2.0892
-281.38,,,,4.1124,10.7350,,12.6112,,38.9811,27.9677,11.9629,9.9646,-0.0006,,2.0892
-280.38,,,,4.1124,10.7494,,12.6112,,38.9811,27.9677,11.9629,9.9646,-0.0006,,2.0892
-279.38,,,,4.1124,10.7350,,12.6112,,39.9848,28.9623,15.9686,11.9629,-0.0006,,2.0892
-278.38,,,,4.1124,10.7458,,12.6112,,39.9848,28.9623,15.9686,11.9629,-0.0006,,2.0892
-277.38,,,,4.1124,10.7277,,12.6112,,38.9811,26.9730,13.9703,9.9646,0.0004,,2.0892
-276.38,,,,4.1124,10.7422,,12.6112,,38.9811,26.9730,13.9703,9.9646,-0.0006,,2.0892
-275.38,,,,4.1124,10.7313,,12.6112,,39.9848,28.9623,13.9703,10.9592,-0.0006,,2.0892
-274.38,,,,4.1124,10.7350,,12.6112,,39.9848,28.9623,13.9703,10.9592,-0.0006,,2.0892
-273.38,,,,4.1124,10.7458,,12.6112,,39.9848,28.9623,14.9649,10.9592,-0.0006,,2.0892
-272.38,,,,4.1124,10.7458,,12.6112,,39.9848,28.9623,14.9649,10.9592,-0.0006,,2.0892
-271.38,,,,4.1124,10.7350,,12.6112,,38.9811,27.9677,14.9649,11.9629,-0.0006,,2.0892
-270.38,,,,4.1124,10.7350,,12.6112,,38.9811,27.9677,14.9649,11.9629,-0.0006,,2.0892
-269.38,,,,4.1124,10.7458,,12.6112,,39.9758,28.9623,15.9686,11.9629,-0.0006,,2.0892
-268.38,,,,4.1124,10.7313,,12.6112,,39.9758,28.9623,15.9686,11.9629,-0.0006,,2.0892
-267.38,,,,4.1124,10.7458,,12.6112,,38.9811,29.9750,14.9649,10.9592,-0.0006,,2.0892
-266.38,,,,4.1124,10.7458,,12.6112,,38.9811,29.9750,14.9649,10.9592,-0.0006,,2.0892
-265.38,,,,4.1124,10.7458,,12.6112,,38.9811,29.9750,15.9686,11.9629,-0.0006,,2.0892
-264.38,,,,4.1124,10.7350,,12.6112,,38.9811,29.9750,15.9686,11.9629,-0.0006,,2.0892
-263.38,,,,4.1124,10.7458,,12.6112,,38.9811,27.9677,14.9649,10.9592,-0.0006,,2.0892
-262.38,,,,4.1124,10.7422,,12.6112,,38.9811,27.9677,14.9649,10.9592,-0.0006,,2.0892
-261.38,,,,4.1124,10.7422,,12.6112,,39.9848,27.9677,14.9649,10.9592,-0.0006,,2.0892
-260.38,,,,4.1124,10.7422,,12.6112,,39.9848,27.9677,14.9649,10.9592,-0.0006,,2.0892
-259.38,,,,4.1124,10.7422,,12.6112,,39.9848,28.9623,15.9686,11.9629,-0.0006,,2.0892
-258.38,,,,4.1124,10.7422,,12.6112,,39.9848,28.9623,15.9686,11.9629,-0.0006,,2.0892
-257.38,,,,4.1124,10.7313,,12.6112,,39.9848,27.9677,15.9686,10.9592,-0.0006,,2.0892
-256.38,,,,4.1124,10.7422,,12.6112,,39.9848,27.9677,15.9686,10.9592,-0.0006,,2.0892
-255.38,,,,4.1124,10.7350,,12.6112,,38.9811,26.9730,12.9756,9.9736,-0.0006,,2.0892
-254.38,,,,4.1124,10.7422,,12.6112,,38.9811,26.9730,12.9756,9.9736,-0.0006,,2.0892
-253.38,,,,4.1124,10.7350,,12.6112,,39.9758,27.9677,13.9703,9.9736,-0.0006,,2.0892
-252.38,,,,4.1124,10.7350,,12.6112,,39.9758,27.9677,13.9703,9.9736,-0.0006,,2.0892
-251.38,,,,4.1124,10.7458,,12.6112,,39.9758,28.9623,13.9703,9.9736,-0.0006,,2.0892
-250.38,,,,4.1124,10.7350,,12.6112,,39.9758,28.9623,13.9703,9.9736,-0.0006,,2.0892
-249.38,,,,4.1124,10.7313,,12.6112,,39.9758,27.9677,14.9649,10.9592,-0.0006,,2.0892
-248.38,,,,4.1124,10.7422,,12.6112,,39.9758,27.9677,14.9649,10.9592,-0.0006,,2.0892
-247.38,,,,4.1124,10.7422,,12.6112,,39.9758,29.9750,15.9686,10.9592,-0.0006,,2.0892
-246.38,,,,4.1124,10.7422,,,,39.9758,29.9750,15.9686,10.9592,-0.0006,,2.0892
-245.38,,,,4.1124,10.7422,,,,38.9811,27.9677,14.9649,11.9629,-0.0006,,2.0892
-244.38,,,,4.1124,10.7530,,,,38.9811,27.9677,14.9649,11.9629,-0.0006,,2.0892
-243.38,,,,4.1124,10.7458,,,,39.9848,27.9677,14.9649,10.9592,-0.0006,,2.0892
-242.38,,,,4.1124,10.7458,,,,39.9848,27.9677,14.9649,10.9592,-0.0006,,2.0892
-241.38,,,,4.1124,10.7350,,,,38.9902,26.9730,13.9703,10.9592,-0.0006,,2.0892
-240.38,,,,4.1124,10.7458,,,,38.9902,26.9730,13.9703,10.9592,-0.0006,,2.0892
-239.38,,,,4.1124,10.7458,,,,38.9902,27.9677,14.9740,10.9592,-0.0006,,2.0892
-238.38,,,,4.1124,10.7494,,,,38.9902,27.9677,14.9740,10.9592,-0.0006,,2.0892
-237.38,,,,4.1124,10.7458,,,,40.9795,27.9677,14.9740,10.9592,-0.0006,,2.0892
-236.38,,,,4.1124,10.7350,,,,40.9795,27.9677,14.9740,10.9592,-0.0006,,2.0892
-235.38,,,,4.1124,10.7350,,,,39.9848,26.9730,14.9740,10.9592,-0.0006,,2.0892
-234.38,,,,4.1124,10.7422,,,,39.9848,26.9730,14.9740,10.9592,-0.0006,,2.0892
-233.38,,,,4.1124,10.7350,,,,39.9848,27.9677,12.9756,10.9592,-0.0006,,2.0892
-232.38,,,,4.1124,10.7350,,,,39.9848,27.9677,12.9756,10.9592,-0.0006,,2.0892
-231.38,,,,4.1124,10.7350,,,,38.9811,28.9623,12.9756,8.9699,-0.0006,,2.0892
-230.38,,,,4.1124,10.7350,,,,38.9811,28.9623,12.9756,8.9699,-0.0006,,2.0892
-229.38,,,,4.1124,10.7350,,,,39.9758,27.9677,13.9703,10.9592,-0.0006,,2.0892
-228.38,,,,4.1124,10.7313,,,,39.9758,27.9677,13.9703,10.9592,-0.0006,,2.0892
-227.38,,,,4.1124,10.7422,,,,38.9811,27.9677,15.9686,11.9629,-0.0006,,2.0892
-226.38,,,,4.1124,10.7350,,,,38.9811,27.9677,15.9686,11.9629,-0.0006,,2.0892
-225.38,,,,4.1124,10.7350,,,,39.9848,28.9623,14.9830,10.9682,-0.0006,,2.0892
-224.38,,,,4.1124,10.7350,,,,39.9848,28.9623,14.9830,10.9682,-0.0006,,2.0892
-223.38,,,,4.1113,10.7241,,,,39.9848,27.9677,14.9830,11.9629,-0.0006,,2.0888
-222.38,,,,4.1113,10.7350,,,,39.9848,27.9677,14.9830,11.9629,-0.0006,,2.0887
-221.38,,,,4.1113,10.7241,,,,40.9795,29.9750,16.9723,11.9629,-0.0006,,2.0887
-220.38,,,,4.1113,10.7350,,,,40.9795,29.9750,16.9723,11.9629,-0.0006,,2.0887
-219.38,,,,4.1113,10.7494,,,,40.9795,29.9750,15.9686,10.9592,-0.0006,,2.0887
-218.38,,,,4.1113,10.7422,,,,40.9795,29.9750,15.9686,10.9592,-0.0006,,2.0887
-217.38,,,,4.1113,10.7422,,,,39.9848,27.9677,16.9723,11.9629,-0.0006,,2.0887
-216.38,,,,4.1113,10.7350,,,,39.9848,27.9677,16.9723,11.9629,-0.0006,,2.0887
-215.38,,,,4.1113,10.7350,,,,39.9848,28.9623,13.9703,10.9592,-0.0006,,2.0887
-214.38,,,,4.1113,10.7350,,,,39.9848,28.9623,13.9703,10.9592,-0.0006,,2.0887
-213.38,,,,4.1113,10.7350,,,,39.9848,27.9677,14.9649,10.9592,-0.0006,,2.0887
-212.38,,,,4.1113,10.7350,,,,39.9848,27.9677,14.9649,10.9592,-0.0006,,2.0887
-211.38,,,,4.1113,10.7458,,,,39.9848,28.9623,13.9703,10.9592,-0.0006,,2.0887
-210.38,,,,4.1113,10.7350,,,,39.9848,28.9623,13.9703,10.9592,-0.0006,,2.0887
-209.38,,,,4.1113,10.7350,,,,40.9795,27.9677,14.9649,10.9592,-0.0006,,2.0887
-208.38,,,,4.1113,10.7277,,,,40.9795,27.9677,14.9649,10.9592,-0.0006,,2.0887
-207.38,,,,4.1113,10.7313,,,,40.9795,27.9677,11.9629,8.9699,-0.0006,,2.0887
-206.38,,,,4.1113,10.7350,,,,40.9795,27.9677,11.9629,8.9699,-0.0006,,2.0887
-205.38,,,,4.1113,10.7422,,,,39.9848,28.9623,14.9649,10.9592,-0.0006,,2.0887
-204.38,,,,4.1113,10.7350,,,,39.9848,28.9623,14.9649,10.9592,-0.0006,,2.0887
-203.38,,,,4.1113,10.7350,,,,39.9848,27.9677,14.9649,10.9592,-0.0006,,2.0887
-202.38,,,,4.1113,10.7458,,,,39.9848,27.9677,14.9649,10.9592,-0.0006,,2.0887
-201.38,,,,4.1113,10.7494,,,,40.9795,28.9804,16.9723,11.9629,-0.0006,,2.0887
-200.38,,,,4.1113,10.7530,,,,40.9795,28.9804,16.9723,11.9629,-0.0006,,2.0887
-199.38,,,,4.1113,10.7422,,,,40.9795,28.9804,16.9723,11.9629,-0.0006,,2.0887
-198.38,,,,4.1113,10.7422,,,,40.9795,28.9804,16.9723,11.9629,-0.0006,,2.0887
-197.38,,,,4.1113,10.7350,,,,40.9795,27.9677,14.9649,10.9592,-0.0006,,2.0887
-196.38,,,,4.1113,10.7313,,,,40.9795,27.9677,14.9649,10.9592,-0.0006,,2.0887
-195.38,,,,4.1113,10.7422,,,,40.9795,28.9623,13.9703,9.9646,-0.0006,,2.0887
-194.38,,,,4.1113,10.7458,,,,40.9795,28.9623,13.9703,9.9646,-0.0006,,2.0887
-193.38,,,,4.1113,10.7458,,,,40.9795,29.9750,17.9669,12.9575,-0.0006,,2.0887
-192.38,,,,4.1113,10.7458,,,,40.9795,29.9750,17.9669,12.9575,-0.0006,,2.0887
-191.38,,,,4.1113,10.7350,,,,40.9795,28.9623,15.9686,11.9629,-0.0006,,2.0887
-190.38,,,,4.1113,10.7422,,,,40.9795,28.9623,15.9686,11.9629,-0.0006,,2.0887
-189.38,,,,4.1113,10.7422,,,,38.9811,27.9677,12.9756,10.9682,-0.0006,,2.0887
-188.38,,,,4.1113,10.7422,,,,38.9811,27.9677,12.9756,10.9682,-0.0006,,2.0887
-187.38,,,,4.1113,10.7422,,,,38.9811,28.9623,12.9756,9.9646,-0.0006,,2.0887
-186.38,,,,4.1113,10.7313,,,,38.9811,28.9623,12.9756,9.9646,-0.0006,,2.0887
-185.38,,,,4.1113,10.7422,,,,40.9795,28.9623,15.9596,11.9629,-0.0006,,2.0887
-184.38,,,,4.1113,10.7313,,,,40.9795,28.9623,15.9596,11.9629,-0.0006,,2.0887
-183.38,,,,4.1113,10.7313,,,,39.9848,28.9623,12.9756,9.9646,-0.0006,,2.0887
-182.38,,,,4.1113,10.7350,,,,39.9848,28.9623,12.9756,9.9646,-0.0006,,2.0887
-181.38,,,,4.1113,10.7313,,,,40.9795,29.9750,15.9686,10.9592,-0.0006,,2.0887
-180.38,,,,4.1113,10.7313,,,,40.9795,29.9750,15.9686,10.9592,-0.0006,,2.0887
-179.38,,,,4.1113,10.7530,,,,39.9848,26.9730,14.9649,10.9592,-0.0006,,2.0887
-178.38,,,,4.1113,10.7422,,,,39.9848,26.9730,14.9649,10.9592,-0.0006,,2.0887
-177.38,,,,4.1113,10.7458,,,,38.9811,28.9623,13.9703,10.9592,-0.0006,,2.0887
-176.38,,,,4.1113,10.7422,,,,38.9811,28.9623,13.9703,10.9592,-0.0006,,2.0887
-175.38,,,,4.1113,10.7422,,,,39.9848,28.9623,12.9756,10.9592,-0.0006,,2.0887
-174.38,,,,4.1113,10.7350,,,,39.9848,28.9623,12.9756,10.9592,-0.0006,,2.0887
-173.38,,,,4.1113,10.7422,,,,40.9795,27.9677,14.9649,10.9592,-0.0006,,2.0887
-172.38,,,,4.1113,10.7422,,,,40.9795,27.9677,14.9649,10.9592,-0.0006,,2.0887
-171.38,,,,4.1113,10.7422,,,,40.9795,29.9750,17.9669,12.9575,-0.0006,,2.0887
-170.38,,,,4.1113,10.7422,,,,40.9795,29.9750,17.9669,12.9575,-0.0006,,2.0887
-169.38,,,,4.1113,10.7422,,,,39.9848,28.9623,13.9703,10.9592,-0.0006,,2.0887
-168.38,,,,4.1113,10.7494,,,,39.9848,28.9623,13.9703,10.9592,-0.0006,,2.0887
-167.38,,,,4.1113,10.7313,,,,40.9795,27.9677,12.9756,9.9646,-0.0006,,2.0887
-166.38,,,,4.1113,10.7313,,,,40.9795,27.9677,12.9756,9.9646,-0.0006,,2.0887
-165.38,,,,4.1113,10.7277,,,,40.9795,27.9677,14.9649,10.9592,-0.0006,,2.0887
-164.38,,,,4.1113,10.7313,,,,40.9795,27.9677,14.9649,10.9592,-0.0006,,2.0887
-163.38,,,,4.1113,10.7422,,,,40.9795,28.9623,15.9686,12.9756,-0.0006,,2.0887
-162.38,,,,4.1113,10.7422,,,,40.9795,28.9623,15.9686,12.9756,-0.0006,,2.0887
-161.38,,,,4.1113,10.7422,,,,39.9848,28.9623,14.9649,10.9592,-0.0006,,2.0887
-160.38,,,,4.1113,10.7530,,,,39.9848,28.9623,14.9649,10.9592,-0.0006,,2.0887
-159.38,,,,4.1113,10.7458,,,,40.9795,28.9623,14.9649,10.9592,-0.0006,,2.0887
-158.38,,,,4.1113,10.7458,,,,40.9795,28.9623,14.9649,10.9592,-0.0006,,2.0887
-157.38,,,,4.1113,10.7458,,,,40.9795,28.9623,14.9649,12.9575,-0.0006,,2.0887
-156.38,,,,4.1113,10.7458,,,,40.9795,28.9623,14.9649,12.9575,-0.0006,,2.0887
-155.38,,,,4.1113,10.7458,,,,40.9795,27.9677,16.9723,11.9629,-0.0006,,2.0887
-154.38,,,,4.1113,10.7458,,,,40.9795,27.9677,16.9723,11.9629,-0.0006,,2.0887
-153.38,,,,4.1113,10.7350,,,,40.9795,28.9623,15.9686,10.9592,-0.0006,,2.0887
-152.38,,,,4.1113,10.7458,,,,40.9795,28.9623,15.9686,10.9592,-0.0006,,2.0887
-151.38,,,,4.1113,10.7422,,,,40.9795,27.9677,12.9756,10.9592,-0.0006,,2.0887
-150.38,,,,4.1113,10.7458,,,,40.9795,27.9677,12.9756,10.9592,-0.0006,,2.0887
-149.38,,,,4.1113,10.7458,,,,40.9795,27.9677,12.9756,9.9646,-0.0006,,2.0887
-148.38,,,,4.1113,10.7458,,,,40.9795,27.9677,12.9756,9.9646,-0.0006,,2.0887
-147.38,,,,4.1113,10.7350,,,,39.9848,27.9677,12.9756,10.9592,-0.0006,,2.0887
-146.38,,,,4.1113,10.7313,,,,39.9848,27.9677,12.9756,10.9592,-0.0006,,2.0887
-145.38,,,,4.1113,10.7350,,,,40.9795,28.9623,18.9616,12.9575,-0.0006,,2.0887
-144.38,,,,4.1113,10.7458,,,,40.9795,28.9623,18.9616,12.9575,-0.0006,,2.0887
-143.38,,,,4.1113,10.7350,,,,40.9795,28.9623,12.9756,11.9629,-0.0006,,2.0887
-142.38,,,,4.1113,10.7350,,,,40.9795,28.9623,12.9756,11.9629,-0.0006,,2.0887
-141.38,,,,4.1113,10.7458,,,,40.9795,28.9623,13.9703,10.9592,-0.0006,,2.0887
-140.38,,,,4.1113,10.7350,,,,40.9795,28.9623,13.9703,10.9592,-0.0006,,2.0887
-139.38,,,,4.1113,10.7350,,,,40.9795,27.9677,12.9756,10.9592,-0.0006,,2.0887
-138.38,,,,4.1113,10.7422,,,,40.9795,27.9677,12.9756,10.9592,-0.0006,,2.0887
-137.38,,,,4.1113,10.7422,,,,40.9795,28.9623,12.9756,10.9592,-0.0006,,2.0887
-136.38,,,,4.1113,10.7422,,,,40.9795,28.9623,12.9756,10.9592,-0.0006,,2.0887
-135.38,,,,4.1113,10.7422,,,,39.9848,28.9623,13.9703,9.9646,-0.0006,,2.0887
-134.38,,,,4.1124,10.7494,,,,39.9848,28.9623,13.9703,9.9646,-0.0006,,2.0892
-133.38,,,,4.1124,10.7350,,,,40.9795,28.9623,14.9649,10.9592,-0.0006,,2.0892
-132.38,,,,4.1124,10.7530,,,,40.9795,28.9623,14.9649,10.9592,-0.0006,,2.0892
-131.38,,,,4.1124,10.7422,,,,39.9848,28.9623,12.9756,10.9592,-0.0006,,2.0892
-130.38,,,,4.1124,10.7350,,,,39.9848,28.9623,12.9756,10.9592,-0.0006,,2.0892
-129.38,,,,4.1124,10.7350,,,,40.9795,28.9623,15.9686,12.9575,-0.0006,,2.0892
-128.38,,,,4.1124,10.7350,,,,40.9795,28.9623,15.9686,12.9575,-0.0006,,2.0892
-127.38,,,,4.1124,10.7458,,,,40.9795,29.9750,14.9649,10.9592,-0.0006,,2.0892
-126.38,,,,4.1124,10.7350,,,,40.9795,29.9750,14.9649,10.9592,-0.0006,,2.0892
-125.38,,,,4.1124,10.7350,,,,40.9795,27.9677,14.9649,10.9592,-0.0006,,2.0892
-124.38,,,,4.1124,10.7350,,,,40.9795,27.9677,14.9649,10.9592,-0.0006,,2.0892
-123.38,,,,4.1124,10.7350,,,,40.9795,28.9623,12.9756,9.9646,-0.0006,,2.0892
-122.38,,,,4.1124,10.7350,,,,40.9795,28.9623,12.9756,9.9646,-0.0006,,2.0892
-121.38,,,,4.1124,10.7350,,,,40.9795,29.9750,16.9723,10.9592,-0.0006,,2.0892
-120.38,,,,4.1124,10.7350,,,,40.9795,29.9750,16.9723,10.9592,-0.0006,,2.0892
-119.38,,,,4.1124,10.7350,,,,40.9795,28.9623,14.9830,10.9592,-0.0006,,2.0892
-118.38,,,,4.1124,10.7350,,,,40.9795,28.9623,14.9830,10.9592,-0.0006,,2.0892
-117.38,,,,4.1124,10.7422,,,,40.9795,28.9623,12.9756,10.9592,-0.0006,,2.0892
-116.38,,,,4.1124,10.7422,,,,40.9795,28.9623,12.9756,10.9592,-0.0006,,2.0892
-115.38,,,,4.1124,10.7422,,,,41.9831,27.9677,12.9756,9.9646,-0.0006,,2.0892
-114.38,,,,4.1124,10.7422,,,,41.9831,27.9677,12.9756,9.9646,-0.0006,,2.0892
-113.38,,,,4.1124,10.7350,,,,40.9795,28.9623,13.9703,10.9592,-0.0006,,2.0892
-112.38,,,,4.1124,10.7458,,,,40.9795,28.9623,13.9703,10.9592,-0.0006,,2.0892
-111.38,,,,4.1124,10.7313,,,,40.9795,28.9623,12.9756,9.9646,-0.0006,,2.0892
-110.38,,,,4.1124,10.7350,,,,40.9795,28.9623,12.9756,9.9646,-0.0006,,2.0892
-109.38,,,,4.1124,10.7350,,,,40.9795,28.9623,12.9756,9.9646,-0.0006,,2.0892
-108.38,,,,4.1124,10.7458,,,,40.9795,28.9623,12.9756,9.9646,-0.0006,,2.0892
-107.38,,,,4.1124,10.7458,,,,40.9795,29.9750,13.9522,11.9629,-0.0006,,2.0892
-106.38,,,,4.1124,10.7350,,,,40.9795,29.9750,13.9522,11.9629,-0.0006,,2.0892
-105.38,,,,4.1124,10.7350,,,,40.9795,28.9623,15.9686,12.9575,-0.0006,,2.0892
-104.38,,,,4.1124,10.7458,,,,40.9795,28.9623,15.9686,12.9575,-0.0006,,2.0892
-103.38,,,,4.1124,10.7530,,,,40.9795,29.9750,15.9686,11.9629,-0.0006,,2.0892
-102.38,,,,4.1124,10.7422,,,,40.9795,29.9750,15.9686,11.9629,-0.0006,,2.0892
-101.38,,,,4.1124,10.7422,,,,40.9795,28.9623,14.9649,10.9592,-0.0006,,2.0892
-100.38,,,,4.1124,10.7530,,,,40.9795,28.9623,14.9649,10.9592,-0.0006,,2.0892
-99.38,,,,4.1124,10.7530,,,,40.9795,28.9623,14.9649,10.9592,-0.0006,,2.0892
-98.38,,,,4.1124,10.7422,,,,40.9795,28.9623,14.9649,10.9592,-0.0006,,2.0892
-97.38,,,,4.1124,10.7494,,,,40.9795,29.9750,14.9649,10.9592,-0.0006,,2.0892
-96.38,,,,4.1124,10.7458,,,,40.9795,29.9750,14.9649,10.9592,-0.0006,,2.0892
-95.38,,,,4.1124,10.7458,,,,40.9795,29.9750,15.9686,10.9592,-0.0006,,2.0892
-94.38,,,,4.1124,10.7458,,,,40.9795,29.9750,15.9686,10.9592,-0.0006,,2.0892
-93.38,,,,4.1124,10.7350,,,,41.9831,29.9750,16.9723,11.9629,-0.0006,,2.0892
-92.38,,,,4.1124,10.7458,,,,41.9831,29.9750,16.9723,11.9629,-0.0006,,2.0892
-91.38,,,,4.1124,10.7350,,,,40.9795,28.9623,12.9756,10.9592,-0.0006,,2.0892
-90.38,,,,4.1124,10.7350,,,,40.9795,28.9623,12.9756,10.9592,-0.0006,,2.0892
-89.38,,,,4.1124,10.7350,,,,40.9795,29.9750,13.9703,10.9592,-0.0006,,2.0892
-88.38,,,,4.1124,10.7350,,,,40.9795,29.9750,13.9703,10.9592,-0.0006,,2.0892
-87.38,,,,4.1124,10.7350,,,,41.9831,28.9623,11.9629,9.9646,-0.0006,,2.0892
-86.38,,,,4.1124,10.7350,,,,41.9831,28.9623,11.9629,9.9646,-0.0006,,2.0892
-85.38,,,,4.1124,10.7350,,,,40.9795,28.9623,12.9756,10.9592,-0.0006,,2.0892
-84.38,,,,4.1124,10.7350,,,,40.9795,28.9623,12.9756,10.9592,-0.0006,,2.0892
-83.38,,,,4.1124,10.7313,,,,40.9795,28.9623,14.9649,11.9629,-0.0006,,2.0892
-82.38,,,,4.1124,10.7350,,,,40.9795,28.9623,14.9649,11.9629,-0.0006,,2.0892
-81.38,,,,4.1124,10.7458,,,,41.9831,29.9750,16.9723,11.9629,-0.0006,,2.0892
-80.38,,,,4.1124,10.7350,,,,41.9831,29.9750,16.9723,11.9629,-0.0006,,2.0892
-79.38,,,,4.1124,10.7313,,,,40.9795,29.9750,14.9740,10.9592,-0.0006,,2.0892
-78.38,,,,4.1124,10.7350,,,,40.9795,29.9750,14.9740,10.9592,-0.0006,,2.0892
-77.38,,,,4.1124,10.7350,,,,41.9741,28.9804,14.9740,10.9592,-0.0006,,2.0892
-76.38,,,,4.1124,10.7422,,,,41.9741,28.9804,14.9740,10.9592,-0.0006,,2.0892
-75.38,,,,4.1124,10.7313,,,,40.9795,28.9804,14.9740,11.9629,-0.0006,,2.0892
-74.38,,,,4.1124,10.7422,,,,40.9795,28.9804,14.9740,11.9629,-0.0006,,2.0892
-73.38,,,,4.1124,10.7422,,,,41.9831,29.9750,14.9740,11.9629,-0.0006,,2.0892
-72.38,,,,4.1124,10.7458,,,,41.9831,29.9750,14.9740,11.9629,-0.0006,,2.0892
-71.38,,,,4.1124,10.7313,,,,40.9795,29.9750,14.9740,10.9592,-0.0006,,2.0892
-70.38,,,,4.1124,10.7530,,,,40.9795,29.9750,14.9740,10.9592,-0.0006,,2.0892
-69.38,,,,4.1124,10.7422,,,,41.9831,29.9750,14.9740,11.9629,-0.0006,,2.0892
-68.38,,,,4.1124,10.7422,,,,41.9831,29.9750,14.9740,11.9629,-0.0006,,2.0892
-67.38,,,,4.1124,10.7313,,,,41.9831,28.9623,13.9703,10.9592,-0.0006,,2.0892
-66.38,,,,4.1124,10.7458,,,,41.9831,28.9623,13.9703,10.9592,-0.0006,,2.0892
-65.38,,,,4.1124,10.7350,,,,40.9795,29.9750,14.9649,9.9646,-0.0006,,2.0892
-64.38,,,,4.1124,10.7350,,,,40.9795,29.9750,14.9649,9.9646,-0.0006,,2.0892
-63.38,,,,4.1124,10.7313,,,,41.9831,30.9787,14.9649,10.9592,-0.0006,,2.0892
-62.38,,,,4.1124,10.7458,,,,41.9831,30.9787,14.9649,10.9592,-0.0006,,2.0892
-61.38,,,,4.1124,10.7350,,,,40.9795,28.9623,13.9703,9.9646,-0.0006,,2.0892
-60.38,,,,4.1124,10.7350,,,,40.9795,28.9623,13.9703,9.9646,-0.0006,,2.0892
-59.38,,,,4.1124,10.7350,,,,41.9741,29.9750,14.9649,11.9629,-0.0006,,2.0892
-58.38,,,,4.1124,10.7350,,,,41.9741,29.9750,14.9649,11.9629,-0.0006,,2.0892
-57.38,,,,4.1124,10.7458,,,,42.9778,29.9750,14.9649,11.9629,-0.0006,,2.0892
-56.38,,,,4.1124,10.7350,,,,42.9778,29.9750,14.9649,11.9629,-0.0006,,2.0892
-55.38,,,,4.1124,10.7241,,,,40.9795,29.9750,17.9669,11.9629,-0.0006,,2.0892
-54.38,,,,4.1124,10.7350,,,,40.9795,29.9750,17.9669,11.9629,-0.0006,,2.0892
-53.38,,,,4.1124,10.7350,,,,41.9831,29.9750,14.9649,10.9592,-0.0006,,2.0892
-52.38,,,,4.1124,10.7241,,,,41.9831,29.9750,14.9649,10.9592,-0.0006,,2.0892
-51.38,,,,4.1124,10.7350,,,,41.9831,30.9787,16.9723,10.9592,-0.0006,,2.0892
-50.38,,,,4.1124,10.7313,,,,41.9831,30.9787,16.9723,10.9592,-0.0006,,2.0892
